RideID,PickupDateTime,DropoffDateTime,PickupZone,PickupLatitude,PickupLongitude,DropoffZone,DropoffLatitude,DropoffLongitude,DistanceKM,FareAmount,SurgeMultiplier,RideStatus,WaitingTimeMinutes,EstimatedTripDurationMinutes,ActualTripDurationMinutes,DriverID,CustomerID,CancellationReason,DriverRating,CustomerRating
R7854,2024-06-22 16:32:28.391299,2024-06-22 17:01:28.391299,Gachibowli,17.439701268182887,78.35276815269769,Banjara Hills,17.412058815034467,78.44960528144823,10.72,222.14,1.2,Cancelled by Customer,6,26,29,D7,C11,,5,5
R7855,2024-03-31 03:25:13.827931,2024-03-31 03:44:13.827931,Hitec City,17.456252106014457,78.37242935997884,Banjara Hills,17.408986413283905,78.44251637742876,9.11,187.82,1.0,Completed,5,18,19,D3,C15,,3,4
R7856,2024-03-05 21:18:47.747738,2024-03-05 21:49:47.747738,Gachibowli,17.44480995213722,78.35513733496694,Banjara Hills,17.411501035770794,78.45328875417341,11.05,229.1,1.0,Completed,7,36,31,D3,C14,,3,4
R7857,2024-06-12 10:01:23.742361,2024-06-12 10:36:23.742361,Hitec City,17.44930105741095,78.37033833782297,Banjara Hills,17.420848508278823,78.4398051034964,8.02,198.74,1.0,Completed,2,31,35,D5,C18,,3,3
R7858,2024-03-17 19:22:45.667568,2024-03-17 19:56:45.667568,Hitec City,17.453768370477967,78.36924373569978,Hitec City,17.4537611810366,78.38330271442369,1.49,118.88,1.5,Cancelled by Customer,3,39,34,D8,C20,,3,5
R7859,2024-03-07 00:07:23.724938,2024-03-07 00:35:23.724938,Gachibowli,17.447965113270072,78.35133378552342,Banjara Hills,17.41907101876094,78.44779427952695,10.73,220.76,1.5,Cancelled by Customer,8,29,28,D7,C19,,4,5
R7860,2024-02-24 14:30:29.571316,2024-02-24 14:58:29.571316,Hitec City,17.45239915561853,78.38332444288947,Gachibowli,17.440646002314814,78.35011060448029,3.76,137.12,1.2,Completed,2,33,28,D4,C13,,4,5
R7861,2024-02-04 05:41:25.179997,2024-02-04 05:57:25.179997,Banjara Hills,17.41870018731845,78.44297162979177,Hitec City,17.445422427822205,78.3761872203018,7.68,166.16,1.5,Cancelled by Customer,2,19,16,D8,C20,,4,4
R7862,2024-01-31 23:34:57.259407,2024-01-31 23:48:57.259407,Hitec City,17.447148407194014,78.38324963350587,Hitec City,17.44209800669135,78.37314017278396,1.21,85.52,1.5,Completed,9,15,14,D6,C15,,3,4
R7863,2024-02-09 00:34:26.852958,2024-02-09 01:14:26.852958,Banjara Hills,17.42571017352438,78.45207776800771,Gachibowli,17.4310990080846,78.34588797941991,11.28,245.36,1.0,Cancelled by Customer,6,37,40,D2,C3,,5,4
R7864,2024-01-26 14:57:48.429863,2024-01-26 15:36:48.429863,Hitec City,17.446063513234503,78.37499097436105,Banjara Hills,17.417279718002277,78.44086465517503,7.69,200.78,1.2,Cancelled by Customer,5,41,39,D1,C15,,5,4
R7865,2024-06-24 07:42:24.028711,2024-06-24 08:14:24.028711,Banjara Hills,17.415514395932565,78.44957645279138,Hitec City,17.453478759201978,78.37315622911225,9.14,207.68,1.5,Completed,2,35,32,D9,C3,,5,3
R7866,2024-06-29 08:51:05.384039,2024-06-29 09:03:05.384039,Gachibowli,17.442959828534153,78.3459624772234,Hitec City,17.45516690199518,78.37858271950182,3.72,112.64,1.0,Completed,8,7,12,D1,C8,,5,5
R7867,2024-05-28 08:37:37.006646,2024-05-28 08:49:37.006646,Banjara Hills,17.41898805309279,78.45105062326994,Gachibowli,17.438686551956582,78.34790359444732,11.16,201.92,1.0,Completed,1,17,12,D9,C11,,3,4
R7868,2024-06-20 20:25:15.638472,2024-06-20 20:55:15.638472,Banjara Hills,17.415584623696674,78.44437305054367,Gachibowli,17.43318213087416,78.35270789154646,9.92,214.04,1.0,Cancelled by Customer,9,33,30,D5,C2,,3,3
R7869,2024-03-14 17:36:29.426494,2024-03-14 17:44:29.426494,Gachibowli,17.4383524116182,78.35584186585479,Hitec City,17.451466954363504,78.37363157178513,2.38,90.56,1.2,Cancelled by Customer,4,12,8,D1,C7,,5,3
R7870,2024-03-12 10:40:48.106347,2024-03-12 11:01:48.106347,Hitec City,17.45230240138291,78.38569131885279,Banjara Hills,17.407942725120748,78.44894513999746,8.33,181.46,1.0,Completed,4,26,21,D2,C10,,5,3
R7871,2024-01-08 14:29:36.776609,2024-01-08 14:36:36.776609,Gachibowli,17.430677319991716,78.34374360986872,Gachibowli,17.441262727797863,78.35630316992727,1.78,81.86,1.5,Completed,1,3,7,D3,C19,,5,4
R7872,2024-03-20 00:09:04.432659,2024-03-20 00:42:04.432659,Banjara Hills,17.421380303065284,78.44589764637759,Hitec City,17.444075130917728,78.3718101705023,8.25,198.5,1.5,Completed,4,30,33,D1,C14,,3,3
R7873,2024-06-08 16:15:17.713569,2024-06-08 16:28:17.713569,Banjara Hills,17.416494042090942,78.43921114794341,Gachibowli,17.44006311319295,78.34589616734043,10.24,192.38,1.2,Completed,7,13,13,D2,C14,,4,5
R7874,2024-03-22 20:53:48.582765,2024-03-22 21:28:48.582765,Gachibowli,17.43368105924796,78.35770877699355,Hitec City,17.440627426658047,78.38431706507558,2.93,137.66,1.2,Cancelled by Customer,4,33,35,D7,C7,,4,3
R7875,2024-03-26 19:53:52.865457,2024-03-26 20:22:52.865457,Banjara Hills,17.417293074219042,78.45228898337952,Gachibowli,17.4480044004267,78.3567272427614,10.7,221.9,1.5,Completed,7,26,29,D8,C11,,4,4
R7876,2024-03-07 16:03:05.076863,2024-03-07 16:43:05.076863,Hitec City,17.44390260131822,78.37285100494016,Hitec City,17.449044042547776,78.38095563991492,1.03,122.36,1.0,Completed,8,38,40,D8,C19,,4,3
R7877,2024-02-27 11:39:04.655590,2024-02-27 12:15:04.655590,Hitec City,17.45143792918547,78.37091990937945,Banjara Hills,17.407340701270037,78.44690658094876,9.44,217.28,1.2,Cancelled by Customer,10,33,36,D2,C12,,5,3
R7878,2024-02-03 16:19:09.306266,2024-02-03 16:39:09.306266,Banjara Hills,17.414048153407034,78.45737389484924,Gachibowli,17.431113714068797,78.35263053752203,11.27,215.24,1.2,Cancelled by Customer,4,18,20,D8,C16,,3,3
R7879,2024-06-07 14:09:17.273926,2024-06-07 14:41:17.273926,Hitec City,17.44468030147139,78.36789023299832,Banjara Hills,17.415232282721888,78.45243097260376,9.55,212.6,1.2,Cancelled by Customer,5,32,32,D9,C6,,5,5
R7880,2024-05-18 15:08:52.681664,2024-05-18 15:40:52.681664,Hitec City,17.455105375177574,78.38244941883096,Gachibowli,17.433520550867062,78.35554054157245,3.73,142.76,1.2,Completed,9,27,32,D2,C15,,5,3
R7881,2024-03-18 08:48:20.078757,2024-03-18 09:14:20.078757,Banjara Hills,17.409463806330898,78.43994218904034,Hitec City,17.457252046209863,78.37335940634406,8.84,195.08,1.2,Cancelled by Customer,10,21,26,D7,C10,,4,5
R7882,2024-05-07 16:46:17.739837,2024-05-07 17:23:17.739837,Hitec City,17.45552938167679,78.38589517163489,Gachibowli,17.43110345368483,78.34841929424721,4.81,163.22,1.2,Cancelled by Customer,10,35,37,D8,C18,,4,5
R7883,2024-05-30 22:48:48.559194,2024-05-30 23:25:48.559194,Hitec City,17.438335383479806,78.3799195652648,Banjara Hills,17.418215044759087,78.45565251087723,8.34,205.58,1.2,Cancelled by Customer,7,39,37,D2,C8,,4,3
R7884,2024-02-25 05:43:11.372301,2024-02-25 06:20:11.372301,Gachibowli,17.444705669851846,78.34656642807016,Hitec City,17.45114037872212,78.38158765121467,3.78,150.86,1.0,Cancelled by Customer,5,39,37,D1,C4,,4,5
R7885,2024-02-04 17:40:43.268309,2024-02-04 18:16:43.268309,Hitec City,17.450490191659508,78.38093210465097,Banjara Hills,17.4242166949731,78.44276739398012,7.18,190.16,1.2,Completed,5,34,36,D2,C9,,5,4
R7886,2024-02-18 01:18:48.092662,2024-02-18 01:54:48.092662,Gachibowli,17.443421779973193,78.34468773604989,Gachibowli,17.44725623597979,78.34515611329594,0.43,109.16,1.5,Completed,5,34,36,D2,C6,,5,3
R7887,2024-01-06 08:30:10.440279,2024-01-06 08:38:10.440279,Gachibowli,17.44204465064264,78.35375102450057,Banjara Hills,17.409750380259265,78.45605773787194,11.43,199.16,1.2,Completed,9,5,8,D10,C17,,5,5
R7888,2024-05-10 17:40:29.462107,2024-05-10 18:14:29.462107,Gachibowli,17.430677005670713,78.35193065190715,Hitec City,17.442013614553936,78.38287003965807,3.52,143.24,1.0,Completed,6,38,34,D7,C2,,3,4
R7889,2024-02-17 19:48:17.677095,2024-02-17 19:54:17.677095,Banjara Hills,17.41699424391723,78.44688591102087,Banjara Hills,17.42128049641163,78.44082166109975,0.8,68.6,1.0,Cancelled by Customer,7,10,6,D7,C9,,5,4
R7890,2024-02-16 06:53:42.347280,2024-02-16 07:19:42.347280,Gachibowli,17.442702534218476,78.35831567138695,Hitec City,17.456554749718578,78.38200748368122,2.95,124.4,1.0,Cancelled by Customer,9,31,26,D3,C17,,5,4
R7891,2024-06-16 00:26:25.752456,2024-06-16 00:52:25.752456,Hitec City,17.442703622102197,78.37332743205468,Gachibowli,17.434611334957843,78.34419745103591,3.22,127.64,1.5,Cancelled by Customer,10,24,26,D7,C3,,4,3
R7892,2024-06-13 23:27:30.731537,2024-06-14 00:03:30.731537,Hitec City,17.45548453147877,78.3825793973577,Banjara Hills,17.412806131953303,78.43905911856456,7.64,195.68,1.2,Completed,3,41,36,D10,C1,,3,4
R7893,2024-03-14 12:20:38.705140,2024-03-14 12:37:38.705140,Hitec City,17.445418102104178,78.37991286530352,Hitec City,17.444462137846145,78.38513748301838,0.56,82.22,1.5,Completed,6,19,17,D8,C3,,3,4
R7894,2024-05-01 16:11:06.784186,2024-05-01 16:46:06.784186,Gachibowli,17.447623453020483,78.33993782893752,Hitec City,17.441431181053073,78.38554961338332,4.89,161.18,1.2,Completed,2,30,35,D6,C14,,4,4
R7895,2024-01-15 16:04:10.806798,2024-01-15 16:41:10.806798,Hitec City,17.440251484074523,78.36725089033314,Hitec City,17.457055146173996,78.38095909347403,2.37,133.94,1.5,Completed,4,36,37,D2,C9,,5,4
R7896,2024-01-21 17:28:38.194653,2024-01-21 17:55:38.194653,Hitec City,17.44376176837046,78.37550579470486,Banjara Hills,17.410248548454852,78.44703460519041,8.45,191.9,1.5,Completed,6,24,27,D3,C1,,5,5
R7897,2024-03-29 05:48:13.171940,2024-03-29 05:55:13.171940,Hitec City,17.45453266977329,78.37992695698443,Gachibowli,17.44935367409915,78.35356810275768,2.85,94.7,1.2,Cancelled by Customer,7,11,7,D8,C11,,4,3
R7898,2024-04-05 07:02:52.977373,2024-04-05 07:31:52.977373,Hitec City,17.44061322535136,78.37086955167452,Banjara Hills,17.40958025029564,78.45436105492045,9.51,207.62,1.2,Completed,7,31,29,D4,C18,,3,3
R7899,2024-02-07 04:47:21.028944,2024-02-07 05:26:21.028944,Gachibowli,17.4470797357906,78.34201631242037,Gachibowli,17.436691641760145,78.33918267462715,1.19,122.78,1.2,Completed,2,34,39,D2,C16,,5,5
R7900,2024-06-06 02:24:54.078340,2024-06-06 02:30:54.078340,Hitec City,17.44185940363376,78.37517057720646,Hitec City,17.44166172643261,78.37541815353427,0.03,59.36,1.0,Cancelled by Customer,8,5,6,D8,C18,,5,3
R7901,2024-05-17 17:02:27.589730,2024-05-17 17:21:27.589730,Hitec City,17.453910260359212,78.3671343555731,Hitec City,17.45574533344067,78.38475332851371,1.88,101.06,1.0,Cancelled by Customer,9,24,19,D6,C17,,4,3
R7902,2024-06-21 04:57:34.857446,2024-06-21 05:24:34.857446,Banjara Hills,17.41819795028938,78.44592097864799,Hitec City,17.44615359147091,78.38369872006628,7.3,178.1,1.2,Completed,9,27,27,D4,C1,,5,3
R7903,2024-01-24 16:45:15.646137,2024-01-24 16:52:15.646137,Hitec City,17.449544278163764,78.37493767960049,Hitec City,17.438622422893435,78.3779834039616,1.26,75.62,1.5,Cancelled by Customer,8,4,7,D9,C7,,5,4
R7904,2024-01-06 13:17:35.753080,2024-01-06 13:29:35.753080,Banjara Hills,17.413321742589666,78.45474174100192,Banjara Hills,17.410004969037544,78.45675755261281,0.43,73.16,1.0,Completed,4,16,12,D9,C18,,4,5
R7905,2024-02-15 11:04:31.848983,2024-02-15 11:13:31.848983,Banjara Hills,17.415947409639376,78.44386928198519,Gachibowli,17.431527759849352,78.34446213000834,10.69,191.78,1.0,Cancelled by Customer,9,4,9,D1,C9,,5,3
R7906,2024-04-20 02:44:14.584305,2024-04-20 03:20:14.584305,Banjara Hills,17.407775984525752,78.4494571616432,Banjara Hills,17.42457686522192,78.44926165160352,1.87,126.44,1.2,Cancelled by Customer,7,35,36,D1,C19,,3,4
R7907,2024-06-28 17:34:36.037760,2024-06-28 17:50:36.037760,Hitec City,17.448327064603074,78.38679492702013,Hitec City,17.446363623002764,78.38618587663552,0.23,76.76,1.5,Completed,1,18,16,D4,C11,,5,4
R7908,2024-01-20 18:05:34.734919,2024-01-20 18:27:34.734919,Banjara Hills,17.415083661455284,78.44324321132932,Gachibowli,17.4321348771852,78.34519308444006,10.57,209.84,1.0,Cancelled by Customer,2,25,22,D6,C14,,4,3
R7909,2024-03-04 02:02:50.689475,2024-03-04 02:39:50.689475,Banjara Hills,17.406350051283663,78.44362830382259,Hitec City,17.45075350552356,78.36789623971778,9.43,218.66,1.2,Cancelled by Customer,1,37,37,D10,C7,,4,4
R7910,2024-04-30 16:21:21.519072,2024-04-30 16:42:21.519072,Gachibowli,17.437714981018182,78.35484185974704,Hitec City,17.446583006779594,78.3848541352984,3.33,121.46,1.5,Completed,8,24,21,D5,C4,,4,3
R7911,2024-04-05 11:15:08.023619,2024-04-05 11:26:08.023619,Banjara Hills,17.406335407560107,78.45513282433843,Hitec City,17.440389968306597,78.38546281155398,8.31,166.22,1.2,Completed,10,9,11,D8,C14,,4,3
R7912,2024-02-12 10:24:54.595032,2024-02-12 10:43:54.595032,Gachibowli,17.4447400976921,78.34613241782874,Gachibowli,17.437113923497428,78.34240507763379,0.94,89.78,1.2,Completed,6,18,19,D8,C17,,3,4
R7913,2024-03-18 10:41:08.243251,2024-03-18 11:07:08.243251,Hitec City,17.451389065059576,78.37348920873394,Banjara Hills,17.419832691835886,78.44454891221795,8.32,188.84,1.0,Cancelled by Customer,1,30,26,D7,C18,,4,3
R7914,2024-01-25 17:07:48.846684,2024-01-25 17:35:48.846684,Banjara Hills,17.40886764348033,78.44441155890664,Banjara Hills,17.421079380435003,78.44764612051794,1.4,108.8,1.0,Cancelled by Customer,9,26,28,D9,C16,,5,3
R7915,2024-03-05 10:01:05.583408,2024-03-05 10:22:05.583408,Hitec City,17.438185711752414,78.369206279887,Gachibowli,17.4363104152599,78.3448869849814,2.59,112.58,1.0,Cancelled by Customer,6,23,21,D9,C11,,5,3
R7916,2024-03-08 07:46:25.907936,2024-03-08 08:26:25.907936,Hitec City,17.45228510246471,78.3742632215933,Banjara Hills,17.41547113317999,78.45178540807353,9.19,220.28,1.0,Completed,5,35,40,D10,C20,,5,5
R7917,2024-03-11 04:58:57.373094,2024-03-11 05:29:57.373094,Gachibowli,17.441427601236093,78.34052138800605,Gachibowli,17.441647418361494,78.34611854216415,0.59,103.58,1.0,Cancelled by Customer,2,32,31,D7,C5,,3,4
R7918,2024-04-16 04:25:15.364272,2024-04-16 04:37:15.364272,Hitec City,17.43857355830601,78.38423736532705,Banjara Hills,17.425952091391302,78.44842326931871,6.95,151.4,1.2,Cancelled by Customer,1,12,12,D6,C19,,5,4
R7919,2024-01-24 09:20:56.788255,2024-01-24 09:44:56.788255,Gachibowli,17.434403507306836,78.3446451433058,Gachibowli,17.447382745697453,78.3513203984837,1.61,105.32,1.0,Cancelled by Customer,1,20,24,D10,C9,,3,3
R7920,2024-03-05 04:15:20.371745,2024-03-05 04:31:20.371745,Gachibowli,17.434181453188447,78.35723880018183,Gachibowli,17.44008883469194,78.34607367625263,1.35,90.2,1.2,Completed,2,13,16,D5,C14,,5,5
R7921,2024-06-27 06:19:14.178972,2024-06-27 06:56:14.178972,Banjara Hills,17.409017134821674,78.45391712534973,Banjara Hills,17.4170942110237,78.45246168490132,0.91,116.42,1.0,Cancelled by Customer,3,39,37,D3,C1,,3,5
R7922,2024-02-23 13:09:25.196986,2024-02-23 13:27:25.196986,Hitec City,17.44206919438593,78.37373602400613,Banjara Hills,17.41187702466389,78.45078016253073,8.84,183.08,1.5,Cancelled by Customer,5,15,18,D6,C6,,4,5
R7923,2024-06-20 10:54:39.790140,2024-06-20 11:08:39.790140,Gachibowli,17.448199725450973,78.35747094602974,Hitec City,17.448546126605276,78.37009213968871,1.34,87.08,1.5,Completed,5,15,14,D8,C18,,5,4
R7924,2024-04-30 06:14:12.144640,2024-04-30 06:47:12.144640,Banjara Hills,17.41717231458279,78.44062060008356,Banjara Hills,17.413483247897794,78.43972744331374,0.42,104.54,1.2,Cancelled by Customer,1,34,33,D2,C14,,4,3
R7925,2024-03-09 09:50:20.124853,2024-03-09 10:03:20.124853,Banjara Hills,17.411477661517686,78.4428548652814,Banjara Hills,17.41138508060204,78.45817714631335,1.63,89.06,1.5,Cancelled by Customer,8,10,13,D2,C14,,4,5
R7926,2024-03-18 14:03:10.318208,2024-03-18 14:29:10.318208,Hitec City,17.452985932014787,78.38498613405599,Gachibowli,17.446485892446887,78.35829585822562,2.92,124.04,1.5,Completed,9,30,26,D3,C4,,5,5
R7927,2024-03-09 00:15:59.475352,2024-03-09 00:55:59.475352,Banjara Hills,17.406635243710166,78.4453566027326,Gachibowli,17.433033671847557,78.34742033318952,10.8,239.6,1.2,Completed,6,37,40,D1,C13,,5,4
R7928,2024-02-13 14:30:10.048772,2024-02-13 15:06:10.048772,Banjara Hills,17.42539142541841,78.44768580830191,Banjara Hills,17.420944016653277,78.45042927074826,0.57,110.84,1.0,Completed,5,33,36,D1,C14,,3,5
R7929,2024-04-02 12:02:37.382077,2024-04-02 12:31:37.382077,Hitec City,17.454526807968005,78.36852489646357,Banjara Hills,17.406936727135076,78.44052081505286,9.29,204.98,1.2,Completed,2,33,29,D7,C3,,3,4
R7930,2024-01-10 11:51:23.654785,2024-01-10 12:21:23.654785,Banjara Hills,17.426030864661715,78.44863425450797,Banjara Hills,17.418177999301207,78.45062321937353,0.9,105.8,1.5,Completed,6,29,30,D4,C7,,3,3
R7931,2024-04-15 06:11:13.049847,2024-04-15 06:29:13.049847,Gachibowli,17.43643843847747,78.35825694346101,Banjara Hills,17.413510901971513,78.45095409130636,10.16,198.92,1.5,Cancelled by Customer,6,21,18,D3,C6,,5,3
R7932,2024-04-07 07:40:33.700511,2024-04-07 08:00:33.700511,Gachibowli,17.444236957957703,78.35222747705079,Banjara Hills,17.425826932680522,78.44072484862747,9.61,195.32,1.0,Completed,4,19,20,D10,C3,,3,3
R7933,2024-05-14 19:11:49.875414,2024-05-14 19:39:49.875414,Banjara Hills,17.409047902185687,78.45383067232865,Banjara Hills,17.4241158483171,78.4392225788975,2.28,119.36,1.5,Completed,7,23,28,D8,C9,,5,5
R7934,2024-04-04 03:59:18.905099,2024-04-04 04:08:18.905099,Gachibowli,17.43742194734092,78.35291784448295,Banjara Hills,17.407999756255816,78.43951438557123,9.75,180.5,1.5,Completed,1,8,9,D8,C16,,3,5
R7935,2024-06-19 11:06:15.466524,2024-06-19 11:42:15.466524,Hitec City,17.444714306907727,78.37851868109227,Gachibowli,17.434555803219013,78.34400594333495,3.83,149.96,1.0,Completed,2,33,36,D6,C4,,5,3
R7936,2024-01-09 11:09:32.472130,2024-01-09 11:46:32.472130,Hitec City,17.44763402049102,78.3746327478664,Banjara Hills,17.422137159979567,78.44133200646617,7.62,196.94,1.2,Cancelled by Customer,10,42,37,D6,C12,,3,3
R7937,2024-04-01 12:48:38.629155,2024-04-01 13:12:38.629155,Banjara Hills,17.412915702465334,78.44307516112424,Gachibowli,17.443414925106474,78.3396154235591,11.49,223.88,1.0,Completed,2,29,24,D10,C12,,3,5
R7938,2024-01-06 01:33:39.089228,2024-01-06 02:07:39.089228,Gachibowli,17.435574567996913,78.35422084484952,Banjara Hills,17.414952273130925,78.44794063100137,10.2,223.4,1.0,Completed,4,35,34,D2,C3,,4,5
R7939,2024-04-13 22:15:23.892983,2024-04-13 22:49:23.892983,Banjara Hills,17.406267880164567,78.44541480938095,Gachibowli,17.44031940018862,78.35037542238204,10.77,230.24,1.0,Completed,6,39,34,D4,C5,,4,5
R7940,2024-02-16 10:16:42.278016,2024-02-16 10:42:42.278016,Gachibowli,17.434394774389535,78.34738228378329,Gachibowli,17.434916116416478,78.35830272619366,1.16,102.92,1.2,Cancelled by Customer,9,27,26,D8,C1,,4,4
R7941,2024-05-28 06:28:04.155645,2024-05-28 06:39:04.155645,Banjara Hills,17.409717150987813,78.44925347338962,Gachibowli,17.43639822006594,78.3397663908406,11.99,210.38,1.5,Cancelled by Customer,10,15,11,D7,C16,,4,3
R7942,2024-06-18 11:11:59.713759,2024-06-18 11:17:59.713759,Hitec City,17.447408138926892,78.37401292463367,Gachibowli,17.442284835955245,78.34876159676823,2.74,91.88,1.5,Completed,4,8,6,D10,C10,,3,5
R7943,2024-02-03 01:03:55.260039,2024-02-03 01:39:55.260039,Banjara Hills,17.410671803756635,78.45718725474349,Gachibowli,17.438852969630737,78.34992124367142,11.8,245.6,1.0,Completed,6,39,36,D4,C3,,3,3
R7944,2024-06-26 04:27:24.365882,2024-06-26 04:54:24.365882,Banjara Hills,17.406788352023046,78.45184555501606,Hitec City,17.442519582575358,78.38470311654287,8.16,188.42,1.5,Cancelled by Customer,1,30,27,D5,C5,,4,5
R7945,2024-06-18 05:13:30.339433,2024-06-18 05:20:30.339433,Banjara Hills,17.416202373088684,78.45627223880955,Banjara Hills,17.40668648566386,78.45778033410825,1.07,73.34,1.0,Completed,3,10,7,D9,C11,,3,4
R7946,2024-03-14 17:22:37.663658,2024-03-14 17:54:37.663658,Banjara Hills,17.423981959819457,78.45173484762275,Banjara Hills,17.40651605123483,78.44093122340801,2.26,125.12,1.0,Completed,1,36,32,D10,C19,,4,5
R7947,2024-02-03 08:45:35.914376,2024-02-03 08:54:35.914376,Hitec City,17.44154157016354,78.3844253826377,Banjara Hills,17.424263615529576,78.45209333978752,7.43,152.66,1.0,Cancelled by Customer,10,14,9,D9,C2,,4,4
R7948,2024-03-29 02:00:07.830450,2024-03-29 02:35:07.830450,Hitec City,17.44842771645376,78.37950295189096,Banjara Hills,17.421756903494227,78.45668746788533,8.71,207.02,1.5,Cancelled by Customer,9,40,35,D4,C12,,4,3
R7949,2024-06-12 04:30:13.984261,2024-06-12 04:36:13.984261,Banjara Hills,17.423818045434135,78.44666306169444,Banjara Hills,17.40934017980339,78.44374571556453,1.64,78.68,1.5,Completed,6,6,6,D3,C15,,4,4
R7950,2024-02-05 04:14:24.629935,2024-02-05 04:30:24.629935,Hitec City,17.43780724195578,78.36968231214566,Banjara Hills,17.414779789730062,78.44796763835491,8.69,178.28,1.0,Completed,7,14,16,D5,C19,,3,3
R7951,2024-06-15 06:06:42.974565,2024-06-15 06:46:42.974565,Banjara Hills,17.411331238191963,78.44720266951416,Banjara Hills,17.407190389085304,78.45151862811893,0.65,117.8,1.5,Cancelled by Customer,8,36,40,D9,C20,,5,4
R7952,2024-06-09 10:02:15.761429,2024-06-09 10:30:15.761429,Banjara Hills,17.409144671832426,78.44129175919676,Hitec City,17.453292016634215,78.37540500418957,8.54,194.48,1.0,Cancelled by Customer,10,23,28,D1,C2,,4,4
R7953,2024-06-10 05:16:46.548248,2024-06-10 05:25:46.548248,Hitec City,17.447611689881917,78.3740043786525,Banjara Hills,17.417943383025776,78.45642736938885,9.35,175.7,1.5,Completed,6,11,9,D2,C2,,4,4
